,Unnamed: 0,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount,isbn,price,currency,description,thumbnail
10,10,Population Health Science,"['Katherine M. Keyes', 'Sandro Galea', 'Robert a Knox Professor and Dean Sandro Galea, MD']",en,,,NOT_MATURE,Oxford University Press,2016-08-04,224.0,9780190459376,33.21,EUR,"POPULATION HEALTH SCIENCE formalizes an emerging discipline at the crossroads of social and medical sciences, demography, and economics--an emerging approach to population studies that represents a seismic shift in how traditional health sciences measure and observe health events. Bringing together theories and methods from diverse fields, this text provides grounding in the factors that shape population health. The overall approach is one of consequentialist science: designing creative studies that identify causal factors in health with multidisciplinary rigor. Distilled into nine foundational principles, this book guides readers through population science studies that strategically incorporate: · macrosocial factors · multilevel, lifecourse, and systems theories · prevention science fundamentals · return on investment · equity and efficiency Harnessing the power of scientific inquiry and codifying the knowledge base for a burgeoning field, POPULATION HEALTH SCIENCE arms readers with tools to shift the curve of population health.",http://books.google.com/books/content?id=RMCSDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
11,11,Retelling the Nicaraguan Revolution as a Dionysian Ritual,['Martina Handler'],en,['History'],,NOT_MATURE,LIT Verlag Münster,2010,139.0,9783643500977,9.9,EUR,"Uncountable books have been written on the Nicaraguan revolution in 1979, due to the fascination connected with the idea of revolution in general and with its realization in Nicaragua in particular. This book retells the story of the Nicaraguan revolution with the words of women, aiming to show how a high level of transformative energy was accumulated in the Nicaraguan society over time, based on a common utopian vision of a better future for all. The energetic upheaval can be analyzed as a Dionysian ritual. However, the book also follows up on the Apollonian aftermath of the revolution. Martina Handler is a social scientist and a graduate of the Master Program in Peace, Development, Security and International Conflict Transformation in Innsbruck, Austria.",http://books.google.com/books/content?id=-5s009OrP-0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
12,12,Flowers for Algernon,['BookCaps Study Guides Staff'],en,['Biography & Autobiography'],,NOT_MATURE,BookCaps Study Guides,2011,,9780575088498,5.49,EUR,"The classic novel about a daring experiment in human intelligence 'A masterpiece of poignant brilliance . . . heartbreaking, and utterly, completely brilliant' Guardian 'A timeless tearjerker' Independent Charlie Gordon, IQ 68, is a floor sweeper and the gentle butt of everyone's jokes - until an experiment in the enhancement of human intelligence turns him into a genius. But then Algernon, the mouse whose triumphal experimental transformation preceded his, fades and dies, and Charlie has to face the possibility that his salvation was only temporary. Readers can't stop reading Flowers For Algernon: 'I am finding it hard to put into words the vast range of emotions I experienced while reading this tale of hope, perseverance, truth and humanity . . . I'm a huge fan of science fiction that doesn't seem too far away; something that I could imagine being just around the corner - and that's how I felt about Flowers for Algernon' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'You're watching Charlie, the main character, go through an experimental procedure that increases his IQ. The whole book, written in diary entries, let us see how it affects his life and how he struggles through it. I rarely cry while reading a book but I couldn't help myself here. It's a classic for a reason. Read it. You won't be able to put it down' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'Heartbreaking and beautiful. Required reading, as far as I am concerned' Wil Wheaton 'This book is extraordinary, one of my favorites. It is a fast read but is is very powerful and heartbreaking. I read it in the plane and I felt a little embarrassed when I started to weep at the end of the book' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐ 'One of those stories I wish I would have read years earlier. It's simply marvellous. It's about the nature of intelligence and how intelligence can be divisive. It's a very emotional book' Goodreads reviewer, ⭐ ⭐ ⭐ ⭐ ⭐",http://books.google.com/books/content?id=8Pr_kLFxciYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
13,13,Handbook of Applied Developmental Science,"['Richard M. Lerner', 'Francine Jacobs', 'Donald Wertlieb']",en,['Psychology'],,NOT_MATURE,SAGE,2003,2296.0,0761922784,232.14,EUR,"The Handbook of Applied Developmental Science is the only work to comprehensively present the latest theory, research, and application from applied developmental science (ADS) and the positive psychology movement. It summarizes and synthesizes the best scientific knowledge from ADS to help readers understand the efforts being made around the world to ensure that all children and adolescents develop into healthy adults who contribute positively to society. The Handbook is also the first resource to organize and integrate both the prevention and promotion approaches to programs and policies for children, adolescents, and families. In addition, the Handbook provides a detailed road map for future research and for actions that will promote positive child, youth, and family development. Published in four volumes, the Handbook features 95 chapters by more than 150 contributors, many of who are renowned leaders in the field. Volume 1 describes the foundation of applied developmental science, its historical development, and current scientific and professional efforts to develop policies and programs that promote positive child, adolescent, and family development. Volume 2 examines public policy and government service systems. Volume 3 discusses community systems for enhancing citizenship and promoting a civil society. Finally, Volume 4 outlines methods for university engagement and academic outreach. Feature and Benefits - Four comprehensive, topical volumes - Approximately 2,200 pages - 95 chapters - More than 150 contributors, many of whom are world-renowned leaders in applied development science from the academic, professional, and policy and political arenas - Forewords for each volume written by well-known authorities, including Edward Zigler, co-founder of the Head Start program; US Congressman Elijah E Cummings; David Bell, International Youth Foundation; and Graham Spanier, President, The Pennsylvania State University Designed for a wide audience the Handbook will be an important addition to your library collection. It offers a single source for information about fostering generations of healthy children and families. It is designed specifically to meet the needs of: - Faculty and students in the fields of psychology, human development, family studies, policy studies, nursing, allied health, and education - Staff and volunteers working in non-governmental organizations - Members of local, state, national, and international government organizations and personnel involved in policy and program development and funding - Directors and staff at foundations that administer programs aimed at promoting positive your and family development",http://books.google.com/books/content?id=LQdqL8t-u0oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
14,14,Wade Keyes' introductory lecture to the Montgomery Law School,"['David I. Durham', 'Wade Keyes', 'Paul M. Pruitt']",en,['Law'],,NOT_MATURE,,2001,45.0,9781941921005,10.79,EUR,"A Journey in Brazil: Henry Washington Hilliard and the Brazilian Anti-Slavery Society is an investigative account of the vital career of Henry Washington Hilliard, who had a long and complicated relationship with slavery. A native Southerner, he was a former slave owner and Confederate soldier, but as a member of Congress Hilliard strongly opposed secession. Hilliard supported the constitutional legality of slavery; however, as a moderate he acknowledged the status quo and warned of the dangers of radical positions concerning the issue. Throughout a diverse career that spanned six decades, Hilliard’s personal challenges, moderated by his faith in Divine Providence, eventually allowed him to return to his ideological roots and find a sense of redemption late in life by becoming an unlikely spokesman for the Brazilian emancipation movement through his association with Joaquim Nabuco. In A Journey in Brazil, authors David I. Durham and Paul M. Pruitt Jr. establish context for Hilliard’s beliefs, document his journey in Brazil, and offer a variety of primary documents—selections from newspapers, transcripts of letters, translations of speeches, and other documents that have never before been published. AboutOccasional Publications of the Bounds Law Library This collection offers a series of edited documents that contribute to an understanding of the development of legal history, culture, or doctrine. Series editors Paul M. Pruitt Jr. and David I. Durham have selected a variety of materials—a lecture, diaries, letters, speeches, a ledger, commonplace books, a code of ethics, court reports—to illustrate unique examples of legal life and thought.",http://books.google.com/books/content?id=2wklDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
15,15,The Journal of the Iowa Academy of Science,,en,['Science'],,NOT_MATURE,,1989,,1363930508,-1.0,Not for sale,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=-IMbvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
16,16,Dental Science in a New Age,['Ruth Roy Harris'],en,['Dentistry'],,NOT_MATURE,,1989,476.0,UOM:39015013800258,0.0,Free,N/A,http://books.google.com/books/content?id=8BhqAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
17,17,List of the Scientific Writings of Charles Rollin Keyes,,en,['Geology'],,NOT_MATURE,,1909,23.0,0343420546,0.0,Free,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=IfgjzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
18,18,A Study Guide for Daniel Keyes's Flowers for Algernon,"['Gale, Cengage Learning']",en,['Literary Criticism'],,NOT_MATURE,"Gale, Cengage Learning ",2015-03-13,15.0,1375398245,4.32,EUR,"A Study Guide for Daniel Keyes's ""Flowers for Algernon,"" excerpted from Gale's acclaimed Novels for Students.This concise study guide includes plot summary; character analysis; author biography; study questions; historical context; suggestions for further reading; and much more. For any literature project, trust Novels for Students for all of your research needs.",http://books.google.com/books/content?id=UIVTtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
19,19,Domain-based Parallelism and Problem Decomposition Methods in Computational Science and Engineering,"['David E. Keyes', 'Yousef Saad', 'Donald G. Truhlar']",en,['Mathematical optimization'],,NOT_MATURE,SIAM,1995-01-01,323.0,1611971500,99.03,EUR,"This refereed volume arose from the editors' recognition that physical scientists, engineers, and applied mathematicians are developing, in parallel, solutions to problems of parallelization. The cross-disciplinary field of scientific computation is bringing about better communication between heterogeneous computational groups, as they face this common challenge. This volume is one attempt to provide cross-disciplinary communication. Problem decomposition and the use of domain-based parallelism in computational science and engineering was the subject addressed at a workshop held at the University of Minnesota Supercomputer Institute in April 1994. The authors were subsequently able to address the relationships between their individual applications and independently developed approaches. This book is written for an interdisciplinary audience and concentrates on transferable algorithmic techniques, rather than the scientific results themselves. Cross-disciplinary editing was employed to identify jargon that needed further explanation and to ensure provision of a brief scientific background for each chapter at a tutorial level so that the physical significance of the variables is clear and correspondences between fields are visible.",http://books.google.com/books/content?id=_Ls0E-ITVpgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
20,20,United States Department of Commerce Telephone Directory,['United States. Dept. of Commerce'],en,,,NOT_MATURE,,1991,,0160494168,0.0,Free,N/A,N/A
21,21,Implementing the IT Balanced Scorecard,['Jessica Keyes'],en,['Computers'],,NOT_MATURE,CRC Press,2016-04-19,528.0,9781420031348,127.2,EUR,"The goals of an IT balanced scorecard include the alignment of IT plans with business objectives, the establishment of measures of IT effectiveness, the directing of employee efforts toward IT objectives, the improved performance of technology, and the achievement of balanced results across stakeholder groups. CIOs, CTOs, and other technical manage",http://books.google.com/books/content?id=JufLBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
22,22,Technology Trendlines,['Jessica Keyes'],en,['Business & Economics'],,NOT_MATURE,John Wiley & Sons,1995-08-09,394.0,0471286923,201.4,EUR,"This book demonstrates how businesses can take advantage of today's advanced technologies and emerging information technology trends. Includes formulas, case studies, and strategies that show managers how to follow in the footsteps of today's corporate visionaries from such companies as Hewlett-Packard, Sprint, and Digital.",http://books.google.com/books/content?id=JcmV0wfQEoYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
23,23,Biography and Genealogy Master Index,,en,['Biography'],,NOT_MATURE,,1997,,0787640565,-1.0,Not for sale,"The Biography and Genealogy Master Index is designed to help you easily determine which publication to consult for biographical information. Indexed sources cover both living and deceased persons from every field of activity and from every country in the world. Typically current, readily available, standard reference works are indexed. Look for supplement volume updates to this valuable biographical research tool twice a year. These volumes are cumulated every five years.More than 15 million citations compiled from more than 5,000 editions and volumes of approximately 1,700 current and retrospective biographical sources are included in the Biography and Genealogy Master Index base set and its supplements. In total, Biography and Genealogy Master Index provides coverage of nearly 5 million contemporary and historical figures.",http://books.google.com/books/content?id=-AmZpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
24,24,Technical Paper - Bureau of Mines,['United States. Bureau of Mines'],en,['Mineral industries'],,NOT_MATURE,,1931,,OCLC:1722686,0.0,Free,N/A,N/A
25,25,The Corporate Directory of US Public Companies 1995,['Elizabeth Walsh'],en,['Business & Economics'],,NOT_MATURE,Springer,2016-06-11,2664.0,9781349138906,84.79,EUR,"This valuable and accessible work provides comprehensive information on America's top public companies, listing over 10,000 publicly traded companies from the New York, NASDAQ and OTC exchanges. All companies have assets of more than $5 million and are filed with the SEC. Each entry describes business activity, 5 year sales, income, earnings per share, assets and liabilities. Senior employees, major shareholders and directors are also named. The seven indices give an unrivalled access to the information.",http://books.google.com/books/content?id=ZbBkDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
26,26,"The National Deans List, 1997-98",,en,['Students'],3.0,NOT_MATURE,,1998,832.0,1562441973,0.0,Free,N/A,N/A
27,27,Who's who in Technology,,en,['Technologists'],,NOT_MATURE,,1986,,0810349523,-1.0,Not for sale,N/A,http://books.google.com/books/content?id=PGVRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
28,28,The United States Patents Quarterly,,en,['Copyright'],,NOT_MATURE,,1996,,NYPL:33433108734538,-1.0,Not for sale,"Report of cases relating to patents, trade marks, copyrights decided by Supreme Court of the United States, United States Circuit courts of appeals, District courts of the United States, United States Court of Customs and Patent Appeals, Court of Claims of the United States, United States Court of Appeals for the District of Columbia, Commissioner of Patents and Patent Office Board of Appeals.",http://books.google.com/books/content?id=aEPHdQYCwH4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
29,29,ACSA Annual Directory,['Association of Collegiate Schools of Architecture'],en,['Architecture'],,NOT_MATURE,,1991,,9780262303651,31.38,EUR,"This revised edition of the best basic guide to the architectural profession includes new information pertinent to current education and practice and addresses issues and concerns of great interest to students choosing among different types of programs, schools, firms, and architectural career paths. The first edition of Architect?, published in 1985, quickly became known as the best basic guide to the architectural profession. More than a decade later, it is a standard text for introductory courses on architecture and recommended reading on the application forms of many schools of architecture. This revised edition includes new information pertinent to current education and practice and addresses issues and concerns of great interest to students choosing among different types of programs, schools, firms, and architectural career paths. Roger K. Lewis, a practicing architect and educator, takes a hard look at the education of the architect as he covers such topics as curriculum content, pedagogical theories and methods, program and faculty types, the admission process, internship, compensation, computer-aided design, and the culture of small and large firms. He tells how an architect works and gets work, and explains all aspects of architectural services, from initial client contact to construction oversight. The author describes the benefits of becoming an architect, including the opportunity to express oneself creatively, to improve the environment, and to achieve notoriety. But he doesn't hesitate to show the other side—the lack of steady work and appropriate compensation, the intensity of competition, the restrictions imposed by clients, and the high degree of anxiety and disillusionment among young architects. Written in a clear, accessible style, the book is accompanied by the authors often-humorous illustrations and a valuable appendix.",http://books.google.com/books/content?id=TZ7uDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
30,30,"World War II: the Encyclopedia of the War Years, 1941-1945","['Norman Polmar', 'Thomas B. Allen']",en,['History'],1.0,NOT_MATURE,Courier Corporation,2012-08-15,940.0,9780486479620,148.39,EUR,"This authoritative and comprehensive survey features over 2,400 entries. Subjects range from battles, soldiers, and military activities to politics, culture, and the Holocaust. Enlivened by 85 illustrations, its panoramic perspective encompasses WWII's enduring influences on the American way of life. ""A unique and valuable look at the war.""—General James Doolittle",http://books.google.com/books/content?id=30gRAGjXrIIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
31,31,Bulletin - New Mexico Bureau of Mines & Mineral Resources,['New Mexico. Bureau of Mines and Mineral Resources'],en,['Geology'],,NOT_MATURE,,1915,,MINN:31951P00234518O,0.0,Free,N/A,http://books.google.com/books/content?id=s7ZMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
32,32,Whitaker's Five-year Cumulative Book List,,en,['English literature'],,NOT_MATURE,,1968,,085021016X,-1.0,Not for sale,N/A,N/A
33,33,American Predator,['Maureen Callahan'],en,['True Crime'],4.0,NOT_MATURE,Penguin,2019-07-02,304.0,9780698191068,10.09,EUR,"INSTANT NEW YORK TIMES BESTSELLER An Amazon “Best Book of 2019” A Washington Post “10 Books To Read in July” A Los Angeles Times “Seven Highly Anticipated Books for Summer Reading” A USA Today “20 of the Season’s Hottest New Books” A New York Post “25 Best Beach Reads of 2019 You Need to Pre-Order Now” A Bustle “The Best New True Crime Books You Can Read Right Now” “Maureen Callahan’s deft reporting and stylish writing have created one of the all-time-great serial-killer books: sensitive, chilling, and completely impossible to put down.” —Ada Calhoun, author of St. Marks Is Dead Ted Bundy. John Wayne Gacy. Jeffrey Dahmer. The names of notorious serial killers are usually well-known; they echo in the news and in public consciousness. But most people have never heard of Israel Keyes, one of the most ambitious and terrifying serial killers in modern history. The FBI considered his behavior unprecedented. Described by a prosecutor as ""a force of pure evil,"" Keyes was a predator who struck all over the United States. He buried ""kill kits""--cash, weapons, and body-disposal tools--in remote locations across the country. Over the course of fourteen years, Keyes would fly to a city, rent a car, and drive thousands of miles in order to use his kits. He would break into a stranger's house, abduct his victims in broad daylight, and kill and dispose of them in mere hours. And then he would return home to Alaska, resuming life as a quiet, reliable construction worker devoted to his only daughter. When journalist Maureen Callahan first heard about Israel Keyes in 2012, she was captivated by how a killer of this magnitude could go undetected by law enforcement for over a decade. And so began a project that consumed her for the next several years--uncovering the true story behind how the FBI ultimately caught Israel Keyes, and trying to understand what it means for a killer like Keyes to exist. A killer who left a path of monstrous, randomly committed crimes in his wake--many of which remain unsolved to this day. American Predator is the ambitious culmination of years of interviews with key figures in law enforcement and in Keyes's life, and research uncovered from classified FBI files. Callahan takes us on a journey into the chilling, nightmarish mind of a relentless killer, and to the limitations of traditional law enforcement.",http://books.google.com/books/content?id=2uV8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
34,34,Whitaker's Cumulative Book List,,en,['Great Britain'],,NOT_MATURE,,1961,,0850210666,-1.0,Not for sale,N/A,N/A
35,35,"Business Organizations, Keyed to Soderquist",['Casenotes'],en,['Business & Economics'],,NOT_MATURE,Aspen Publishers Online,2006-01-20,208.0,0735556334,35.99,EUR,"For over two decades, Casenote Legal Briefs have helped hundreds of thousands of students prepare for classes and exams year after year with unparalleled results. Known throughout the law school community as high-quality legal study aids, Casenotes popular series of legal briefs are the most comprehensive legal briefs available today. With over 100 Casenotes published today in all key areas, ranging from Administrative Law to Wills, Trusts, and Estates each and every Casenote offers: professionally written briefs of the cases in your casebook coverage that is accurate and up-to-date editor's analysis explaining the relevance of each case to the course coverage built on decades of experience the highest commitment to quality Order all your Casenotes online today at www.casenotes.com! And don't forget Aspen's other popular study aids:www.aspenpublishers.com",N/A
36,36,Next-Generation Biofuels,['William T. Coyle'],en,['Alcohol as fuel'],,NOT_MATURE,DIANE Publishing,2010-09,26.0,9781437933482,169.59,EUR,"Assesses the short-term outlook for production of next-generation biofuels and the near-term challenges facing the sector. Next-generation U.S. biofuel capacity should reach about 88 mill. gal. in 2010, thanks to one plant becoming commercially operational in 2010, using non-cellulosic animal fat to produce green diesel. U.S. production capacity for cellulosic biofuels is estimated to be 10 mill. gal. for 2010, much less than the 100 mill. gal. originally mandated in 2007. Near-term sector challenges include reducing high capital and production costs, acquiring financial resources for pre-commercial development, developing new biomass supply arrangements, and overcoming the constraints of ethanol¿s current 10-percent blending limit with gasoline. Charts and tables.",http://books.google.com/books/content?id=phH7RtlARLUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
