,Unnamed: 0,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount,isbn,price,currency,description,thumbnail
150,150,The Mystery of Sex,['Elizabeth Keyes'],en,['Love'],,NOT_MATURE,Gentle Living Publications,1975,115.0,9781618970626,-1,N/A,"Appreciate God, enjoy and understand the act of sex with The Mystery of Sex The act of Sex is divinely ordained and it is pleasurable, but it could also be painful, rueful, and suicidal. Still, there is more to it than meets the eye. When is Sex pleasurable, painful, rueful or suicidal? Why and How? These are some of the mysteries Samuel Kunle-Oluwatobi cleverly unravels in this book. The Mystery of Sex exposes and expands every hidden fact of Sex The book will help you appreciate God, as you enjoy and understand the mystery of the gift of sex to man. It is a must read for everyone, married or unmarried, who desires to experience the pleasure of sex without pain.",http://books.google.com/books/content?id=VSW4CwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
151,151,Delirium,['Nancy L. Cohen'],en,['Political Science'],,NOT_MATURE,Catapult,2012-09-01,415.0,9781444720655,-1,N/A,"**From the bestselling author of Panic, soon to be a major Amazon Prime TV series** 'A dystopian Romeo and Juliet story that deserves to be as massive as Twilight' Stylist They say that the cure for love will make me happy and safe forever. And I've always believed them. Until now. There was a time when love was the most important thing in the world. People would go to the end of the earth to find it. They would tell lies for it. Even kill for it. But now love has been declared a dangerous disease. Everyone who turns eighteen must be immunised with a procedure called the Cure. Lena Haloway is looking forward to being able to live the safe, predictable life the government claims the cure will bring. But meeting Alex, an enigmatic boy from the Wilds, might just make her question everything she's been raised to believe. 'One of the most addictive books we've come across in ages . . . from one of the most exciting writers around' Heat",http://books.google.com/books/content?id=99EffcWF2ycC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
152,152,American Movie Critics,['Phillip Lopate'],en,['Performing Arts'],5.0,NOT_MATURE,,2006,720.0,UOM:39015063179306,-1,N/A,"A dual history of American movies and movie reviews evaluates how the nation's films have both fostered new ways of seeing the world and spawned an extraordinary body of critical writing, in a collection of essays that includes contributions by such figures as James Agee, Ralph Ellison, and Roger Ebert.",http://books.google.com/books/content?id=q81kAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
153,153,The International Encyclopedia of Sexuality: Spain to the United States,['Robert T. Francoeur'],en,['Psychology'],,MATURE,Burns & Oates,1997,1737.0,UCSC:32106018078680,-1,N/A,"Recipient of the ""Citation of Excellence for an Outstanding Reference Work of Sexology"" awarded by the American Foundation for Gender and Genital Medicine and Science at the Thirteenth World Congress of Sexology, Valencia, Spain",http://books.google.com/books/content?id=sy8EAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
154,154,CliffsNotes on Keyes' Flowers For Algernon,['Janet Clark'],en,['Literary Criticism'],,NOT_MATURE,Houghton Mifflin Harcourt,2001-03-07,66.0,9780544181540,-1,N/A,"Flowers For Algernon made its first appearance as a short story which was rapidly and widely anthologized, and translated internationally. It received further acclaim as a moderated television drama, and as a motional picture production. Now, full bodied and richly-peopled, Flowers For Algernon is the daring novel of a starling human experiment!",http://books.google.com/books/content?id=M7jnpPeZxRQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
155,155,"The American Bar, the Canadian Bar, the International Bar",,en,['Lawyers'],,NOT_MATURE,,1988,,0931398452,-1,N/A,N/A,http://books.google.com/books/content?id=lK9qMwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
156,156,"Family Law, Keyed to Ellman, Kurtz, & Barlett",['Casenotes'],en,['Law'],,NOT_MATURE,Aspen Publishers Online,2005-04-29,128.0,0735552215,-1,N/A,"For over two decades, Casenote Legal Briefs have helped hundreds of thousands of students prepare for classes and exams year after year with unparalleled results. Known throughout the law school community as high-quality legal study aids, Casenotes popular series of legal briefs are the most comprehensive legal briefs available today. With over 100 Casenotes published today in all key areas, ranging from Administrative Law to Wills, Trusts, and Estates each and every Casenote offers: professionally written briefs of the cases in your casebook coverage that is accurate and up-to-date editor's analysis explaining the relevance of each case to the course coverage built on decades of experience the highest commitment to quality And don't forget Aspen's other popular study aids:Click here to buy all your study aids",N/A
157,157,"Casenote Legal Briefs for Property Keyed to Dukeminier, Krier, Alexander, Schill, Strahilevitz",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Wolters Kluwer Law & Business,2017-09-15,138.0,1454898623,-1,N/A,"After your casebook, a Casenote Legal Brief is your most important reference source for the entire semester. Expert case studies and analyses and quicknote definitions of legal terms help you prepare for class discussion. Here is why you need Casenote Legal Briefs to help you understand cases in your most difficult courses: Each Casenote includes expert case summaries, which include the black letter law, facts, majority opinion, concurrences, and dissents, as well as analysis of the case. There is a Casenote for you! With dozens of Casenote Legal Briefs, you can find the Casenote to work with your assigned casebook and give you the extra understanding of all cases Casenotes in 1L subjects include a Quick Course Outline to help you understand the relationships between course topics.",http://books.google.com/books/content?id=cSpJzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
158,158,"Family Law, Keyed to Krause, Elrod, Garrison & Oldham",['Casenotes'],en,['Law'],,NOT_MATURE,Aspen Publishers Online,2004-11-11,208.0,0735552010,-1,N/A,"For over two decades, Casenote Legal Briefs have helped hundreds of thousands of students prepare for classes and exams year after year with unparalleled results. Known throughout the law school community as high-quality legal study aids, Casenotes popular series of legal briefs are the most comprehensive legal briefs available today. With over 100 Casenotes published today in all key areas, ranging from Administrative Law to Wills, Trusts, and Estates each and every Casenote offers: professionally written briefs of the cases in your casebook coverage that is accurate and up-to-date editor's analysis explaining the relevance of each case to the course coverage built on decades of experience the highest commitment to quality",http://books.google.com/books/content?id=74hbzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
159,159,"Family Law, Keyed to Weisberg and Appleton's","['Casenotes', 'Casenote Legal Briefs']",en,['Law'],,NOT_MATURE,Aspen Publishers Online,2010-03-03,204.0,0735590087,-1,N/A,"After your casebook, Casenote Legal Briefs will be your most important reference source For the entire semester. it is the most popular legal briefs series available, with over 140 titles, and is relied on by thousands of students for its expert case summaries, comprehensive analysis of concurrences and dissents, As well as of the majority opinion in the briefs. Casenotes Features: Keyed to specific casebooks by title/author Most current briefs available Redesigned for greater student accessibility Sample brief with element descriptions called out Redesigned chapter opener provides rule of law and page number for each brief Quick Course Outline chart included with major titles Revised glossary in dictionary format",http://books.google.com/books/content?id=P-1JzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
160,160,Brain Mystery Light and Dark,['Charles Don Keyes'],en,['Philosophy'],,NOT_MATURE,Routledge,2006-06-07,184.0,9781134678839,-1,N/A,"Brain Mystery Light and Dark examines scientific models of how the brain becomes conscious and argues that the spiritual dimension of life is compatible with the main scientific theories. Keyes shows us that the belief in the unity of mind and brain does not necessarily undermine aesthetic, religious, and ethical beliefs.",http://books.google.com/books/content?id=mbaEAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
161,161,"The Tryals and Condemnation of Robert Charnock, Edward King, and Thomas Keyes, for the Horrid and Execrable Conspiracy to Assassinate His Sacred Majesty K. William, in Order to a French Invasion of this Kingdom",['Robert Charnock'],en,"['Lancashire Plot, 1689-1694']",,NOT_MATURE,,1696,76.0,BL:A0021785219,-1,N/A,N/A,http://books.google.com/books/content?id=yYZEMy1MxncC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
162,162,Adult Development and Aging,"['John C. Cavanaugh', 'Fredda Blanchard-Fields']",en,['Psychology'],,NOT_MATURE,Cengage Learning,2010-01-01,625.0,1337559083,-1,N/A,"Written within a bio-psychosocial framework, Cavanaugh and Blanchard-Fields' best-selling text covers the specific ages-stages of adult development and aging. In its unparalleled coverage of current research and theory, the authors draw clear connections between research and application. The book's focus on positive aging and the gains and losses people experience across adulthood distinguish it from its competitors. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",http://books.google.com/books/content?id=VyMJzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
163,163,Saved by Cake,['Marian Keyes'],en,['Cooking'],4.5,NOT_MATURE,Penguin,2013-04-02,240.0,9781405948500,-1,N/A,"Learn to bake with Britain's favourite women's fiction author Marian Keyes, in her startlingly honest cook-book Saved by Cake. Saved by Cake gives an extremely honest account of Marian Keyes' battle with depression, and how baking has helped her. A complete novice in the kitchen, Marian decided to bake a cake for a friend and that was it - she realised that baking was what she needed to do in order to get her through each day. And so she baked, and she wrote her recipes down, and little by little the depression started to lift, along with her sponges... With chapters on cupcakes, cheesecakes, meringues and macaroons, chocolate cakes, fruit cakes and favourite classics, Marian's recipes are aimed firmly at beginner bakers, offering hints and tips to help along the way. From her Consistently Reliable Cupcakes and Very Chocolately Macaroons, to the ease of her Fridge-set Honeycomb Cheesecake, you will want to have a go at making all of Marian's recipes. The shoe and handbag biscuits particularly. Very covetable. Very Marian. Never patronizing, always honest and witty, accessible and full of fun, the bakes and cakes that Marian serves up in this cookbook will put a smile on your face and make you happy. __________ 'Medically speaking, there is no such thing as a nervous breakdown. Which is very annoying to discover when you're right in the middle of one. Whatever was going on with me, I had to wait it out. I had to find ways of passing the time until I was restored to myself again. So I baked a cake - a chocolate cheesecake, as it happens. And I enjoyed making it so much that I baked another. And another' Marian Keyes",http://books.google.com/books/content?id=EI3hDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
164,164,Science and the Riddle of Consciousness,['Jeffrey Foss'],en,['Computers'],,NOT_MATURE,Springer Science & Business Media,2000-08-31,225.0,1475764790,-1,N/A,N/A,http://books.google.com/books/content?id=n5_3sgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
165,165,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2009-01-16,304.0,9780307544988,-1,N/A,"“The hottest sleuth to appear in children’s books since Nancy Drew” (The Boston Globe) is back! Don’t miss the eighth book in the series that’s been described as “a combination of Carl Hiaasen’s Flush and Janet Evanovich’s Stephanie Plum books” (School Library Journal) and hailed as “nonstop whodunits” (Kirkus Reviews)! The artsy crowd thinks Sammy Keyes has a lot of nerve showing up at a fancy reception in high-tops. But when she tackles a robber who’s brandishing a gun with one hand and pulling paintings from the wall with the other, they’re glad she has nerve. Or are they? Sammy may have stopped one criminal, but the real crime at this show has yet to be discovered. The real crime is more subtle, more artful, than anything Sammy’s ever seen. Who knew art could be so dangerous? Praise for the Sammy Keyes series: “If Kinsey Millhone ever hires a junior partner, Sammy Keyes will be the first candidate on the list. She’s feisty, fearless, and funny. A top-notch investigator!” —New York Times bestselling author Sue Grafton “The sleuth delights from start to finish. Keep your binoculars trained on Sammy Keyes.” —Publishers Weekly “The most winning junior detective ever in teen lit. (Take that, Nancy Drew!)” —Midwest Children’s Book Review",http://books.google.com/books/content?id=F4-_RbG1eBUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
166,166,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,2008-12-24,320.0,044041900X,-1,N/A,"When thirteen-year-old Sammy finds herself with an abandoned baby on her hands, she sets out to find the young mother, who may belong to a gang, and accidentally jeopardizes her position on the softball team.",http://books.google.com/books/content?id=jJ1lukQoq_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
167,167,"Environmental Law, Keyed to Plater, Abrams, Goldfarb, Graham, Heinzerling & Wirth",['Casenotes'],en,['Law'],,NOT_MATURE,Aspen Publishers Online,2004,115.0,0735545294,-1,N/A,"For over two decades, Casenote Legal Briefs have helped hundreds of thousands of students prepare for classes and exams year after year with unparalleled results. Known throughout the law school community as high-quality legal study aids, Casenotes popular series of legal briefs are the most comprehensive legal briefs available today. With over 100 Casenotes published today in all key areas, ranging from Administrative Law to Wills, Trusts, and Estates each and every Casenote offers: professionally written briefs of the cases in your casebook coverage that is accurate and up-to-date editor's analysis explaining the relevance of each case to the course coverage built on decades of experience the highest commitment to quality",http://books.google.com/books/content?id=CndezwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
168,168,Beyond Identity,['Dick Keyes'],en,,,NOT_MATURE,Destinee S.A.,2012-06-01,214.0,9789042027879,-1,N/A,"In Beyond Identity, thirteen of Scotland¿s best known poets reflect upon the theoretical, practical and political considerations involved in the act of writing. They furnish a unique guide to contemporary Scottish poetry, discussing a range of issues that include nationhood, education, language, religion, landscape, translation and identity. John Burnside, Robert Crawford, Douglas Dunn, Kathleen Jamie, Edwin Morgan, Kenneth White and others, together with such noted experimentalists as Frank Kuppner, Tom Leonard and Richard Price, explore questions about the relationship between social, economic and ecological realities and their poetic transformation. These interviews are set within the altered political context that followed from the re-establishment of a Scottish Parliament in 1999 and the potential of a renewed engagement with wider European culture. Attila Dósa is Senior Lecturer in the Department of English at the University of Miskolc, in northern Hungary.",http://books.google.com/books/content?id=Lg_TIUF6zngC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
169,169,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176.0,9780375890451,-1,N/A,"This Halloween is more than just tricks and treats--it's deadly serious. It was supposed to be a simple ding-dong ditch. A dare to give them bragging rights. But as Sammy and her friends sneak up to the spookiest house in town, they get scared witless by a skeleton, and then witness something frightening enough to make even Sammy scream. Things have taken a scary turn at school, too, with horrible Heather spreading embarrassing rumors about Sammy. Sammy devises a plan to expose her, but it's going to take a deceptive disguise, some good friends, and a lot of guts to pull it off... Praise for the Sammy Keyes series: “If Kinsey Millhone ever hires a junior partner, Sammy Keyes will be the first candidate on the list. She’s feisty, fearless, and funny. A top-notch investigator!” —New York Times bestselling author Sue Grafton “The sleuth delights from start to finish. Keep your binoculars trained on Sammy Keyes.” —Publishers Weekly “The most winning junior detective ever in teen lit. (Take that, Nancy Drew!)” —Midwest Children’s Book Review",http://books.google.com/books/content?id=fUWdVfuStdEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
170,170,"Bel Marin Keys Development, Unit 5, 404 Permit",,en,,,NOT_MATURE,,1982,,NWU:35556031224918,-1,N/A,N/A,http://books.google.com/books/content?id=GD40AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
171,171,Handbook of Midlife Development,['Margie E. Lachman'],en,['Psychology'],,NOT_MATURE,John Wiley & Sons,2002-03-14,672.0,9780471189190,-1,N/A,"THE DEFINITIVE RESOURCE ON MIDLIFE DEVELOPMENT Edited by Margie Lachman, a leader in the field, Handbook of Midlife Development provides an up-to-date portrayal of human development during the middle years of the life span. Featuring contributions from well-established, highly regarded experts, this exhaustive reference fills the gap for a compilation of research on this increasingly important topic. Divided into four comprehensive sections, the book addresses the theoretical, biomedical, psychological, and social aspects of midlife development. Each chapter includes coverage of unifying themes such as gender differences, ethnic and cultural diversity, historical changes, and socioeconomic differences from a life-span developmental perspective. Readers will discover what can be learned from individuals' subjective conceptions of midlife; explore various ""cultural"" fictions of middle age; examine the resources individuals have at their disposal to negotiate midlife; consider mechanisms for balancing work and family; and other topics as presented in the latest research from the social, behavioral, and medical sciences. Handbook of Midlife Development is an indispensable resource for professionals and practitioners who work with adults and for researchers and students who study adult development and related topics. Some of the midlife topics discussed: * Cultural perspectives * Physical changes * Stress, coping, and health * Intellectual functioning * Memory * Personality and the self * Adaptation and resilience * Emotional development * Families and intergenerational relationships * Social relationships * The role of work * Planning for retirement",http://books.google.com/books/content?id=T21mKdP6q-8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
172,172,Textbook of Operative Dentistry,"['Nisha Garg', 'Amit Garg']",en,['Medical'],,NOT_MATURE,Boydell & Brewer Ltd,2010-08,520.0,8184487754,-1,N/A,"This new edition is a complete guide to operative dentistry. Beginning with an introduction, physiology, dental caries and tooth preparation, the text also discusses pain and infection control. The following sections examine different operative procedures. New techniques such as minimal intervention dentistry, nanotechnology and lasers; and advances in dental materials are discussed in detail. More than 1200 colour images, illustrations, flow charts and tables are included. Key points Complete guide to operative dentistry Discusses numerous different procedures, and pain and infection control New techniques and advances in materials described in detail More than 1200 colour images, illustrations, flow charts and tables Previous edition published in 2010",http://books.google.com/books/content?id=n2TJDryohrMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
173,173,Legacy Discovered,['Kerry Reis'],en,['Fiction'],,NOT_MATURE,Author House,2013-09,188.0,9781481757362,-1,N/A,"A woman learns her husband is not the man she married. Instead of an orphaned foster child like herself, he is the scion of a billionaire. In order to avoid a family legacy, he faked his own death. When they first met sixteen years ago, Ali was convinced Ryan was a man who grew up like she did: as a foster care orphan. They married quickly and headed for the Midwest to complete college. Sixteen years later, Ryan has an independent law practice, Ali is an ER nurse, and the couple has the perfect life. Yet when Ryan leads a class action suit against a toxic industrial development by billionaire Charles Barnett, all hell breaks loose. During the case discovery, Ali learns that Ryan is really the sole son and namesake of real estate magnate Barnett who faked his death by disappearing off his sailboat near the Massachusetts coast sixteen years ago. His real name is Charles Barnett Jr., and he pulled off his deception in order to avoid the pressure of the family legacy and to marry Ali who came from a lower social status. He took the name Ryan, assuming the legal identity of a college roommate who died young. This searing novel demonstrates the strength of love and the power of class to haunt our lives while serving as a moving meditation on how to redeem the past. As Ryan says to his teenage daughter, ""Status does not determine character. Character determines status.""",http://books.google.com/books/content?id=UZHhAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
174,174,Parasitic Orobanchaceae,"['Daniel M. Joel', 'Jonathan Gressel', 'Lytton J. Musselman']",en,['Science'],,NOT_MATURE,Springer Science & Business Media,2013-07-01,513.0,9783642381461,-1,N/A,"This book was written in response to significant recent advances in understanding the mechanisms of parasitism in the Orobanchaceae, and breakthroughs in the control of the parasitic weeds Striga and Orobanche. It consists of 26 contributions by internationally recognized leading scientists. The main book chapters are grouped into two parts: · Part I – The Orobanchaceae and Their Parasitic Mechanisms · Part II – The Weedy Orobanchaceae and Their Control The first part provides cutting-edge information on all key aspects of plant parasitism, such as the structure, development and function of the haustorium; nutrient transfer and the physiology of the parasite-host association; host reaction to parasitic plants; seed production and germination; the strigolactones and host-parasite signaling mechanisms; the parasite genome, phylogenetics, evolution and epigenetics; and ecology. Topics of the second part include: the problem posed by the weedy parasites; population diversity and dynamics; molecular diagnosis of seed banks; and detailed discussion of the various management strategies, including agronomic, chemical and biotechnological approaches, as well as host breeding for resistance, allelopathy and biological control. This book is intended for plant scientists, university lecturers and students, agronomists and weed specialists, breeders and farmers, extension personnel and experts in tropical and subtropical agriculture.",http://books.google.com/books/content?id=JW9EAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
175,175,Strategies and Saints,['Langley Carleton Keyes'],en,['Social Science'],,NOT_MATURE,The Urban Insitute,1992-01-01,243.0,0877665605,-1,N/A,N/A,http://books.google.com/books/content?id=Y32C3-xHoqAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
176,176,The Economist Development Report,,en,['International economic relations'],,NOT_MATURE,,1986,,STANFORD:36105027241202,-1,N/A,N/A,http://books.google.com/books/content?id=EtORAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
177,177,"The Handbook of Life-Span Development, Volume 1","['Richard M. Lerner', 'Willis F. Overton']",en,['Psychology'],,NOT_MATURE,John Wiley & Sons,2010-12-14,1040.0,9780470634356,-1,N/A,"In the past fifty years, scholars of human development have been moving from studying change in humans within sharply defined periods, to seeing many more of these phenomenon as more profitably studied over time and in relation to other processes. The Handbook of Life-Span Development, Volume 1: Cognition, Biology, and Methods presents the study of human development conducted by the best scholars in the 21st century. Social workers, counselors and public health workers will receive coverage of of the biological and cognitive aspects of human change across the lifespan.",http://books.google.com/books/content?id=303V2P3cvUwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
178,178,Journal of the Iowa Archeological Society,['Iowa Archeological Society'],en,['Indians of North America'],,NOT_MATURE,,2000,,OCLC:1311118539,-1,N/A,N/A,N/A
179,179,Localizing development,['Henry D. Delcore'],en,,,NOT_MATURE,,2000,354.0,9780821389904,-1,N/A,"This book examines the conceptual foundations of the participatory approach to local development, assesses the evidence of its efficacy, and draws key lessons for policy.",http://books.google.com/books/content?id=ZrXliG07o2MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
180,180,"Oxford English-Arabic Dictionary, Al-Muhit, 1996",['Dr. Mohamad Badawi'],ar,['Reference'],,NOT_MATURE,Bukupedia ,1996-06-06,1249.0,0804747687,-1,N/A,"Opening with the provocative query what might an anthropology of the secular look like? this book explores the concepts, practices, and political formations of secularism, with emphasis on the major historical shifts that have shaped secular sensibilities and attitudes in the modern West and the Middle East. Talal Asad proceeds to dismantle commonly held assumptions about the secular and the terrain it allegedly covers. He argues that while anthropologists have oriented themselves to the study of the strangeness of the non-European world and to what are seen as non-rational dimensions of social life (things like myth, taboo, and religion),the modern and the secular have not been adequately examined. The conclusion is that the secular cannot be viewed as a successor to religion, or be seen as on the side of the rational. It is a category with a multi-layered history, related to major premises of modernity, democracy, and the concept of human rights. This book will appeal to anthropologists, historians, religious studies scholars, as well as scholars working on modernity.",http://books.google.com/books/content?id=CeJ85XwCPxQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
181,181,"Al-Muhit-English-Arabic Oxford Study Dictionary, Dr. Mohamad Badawi, 1996",['Academia Internatinal Publication'],ar,['Reference'],,NOT_MATURE,Bukupedia ,1996-07-16,1249.0,0,-1,N/A,N/A,N/A
182,182,"English-Arabic Oxford-Duden Pictorial Dictionary, 2003",['Oxford University Press'],ar,['Reference'],,NOT_MATURE,Bukupedia ,2003-07-03,490.0,STANFORD:36105123041282,-1,N/A,N/A,http://books.google.com/books/content?id=5OMoAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
183,183,Get Rommel,['Michael Asher'],en,['History'],3.5,NOT_MATURE,Hachette UK,2011-12-01,320.0,9781780222554,-1,N/A,"How the first ever SAS operation ended in disaster in the desert In summer 1941 Erwin Rommel was Hitler's favourite general: he had driven the British out of Libya and stood poised to invade Egypt. He seemed unbeatable. So the British decided to have him killed. The British opened their counter-attack with a series of special forces raids, the first ever operation by the newly formed SAS. Rommel was one of the targets. Michael Asher reveals how poor planning and incompetence in high places led to disaster in the desert-- and how fantastic bravery and brilliant improvisation enabled a handful of men to escape. Classic real life adventure, written by best-selling desert expert and novelist Michael Asher.",http://books.google.com/books/content?id=Ne_EnnjnAjcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
184,184,Omega,,en,['Bereavement'],,NOT_MATURE,,2002,,9786557240076,-1,N/A,"Por milhares de anos, os judeus, e depois os cristãos, passaram a ser conhecidos como “o povo do Livro”, dada sua reverência às Escrituras. Acontece que a Bíblia é uma construção histórica e espiritual que envolveu não apenas a revelação divina gradual, mas também a participação de pessoas divinamente inspiradas, cada uma a seu tempo e dentro de um contexto específico. Em A Bíblia de álef a ômega, Rodrigo Silva — uma das maiores autoridades brasileiras sobre o tema, com doutorado em Teologia e Arqueologia — mostra como a Palavra de Deus chegou aos nossos dias e por que é digna de credibilidade. O autor aborda todos os aspectos envolvidos nesse processo: os redatores do Antigo e do Novo Testamento, os idiomas utilizados, os originais usados como fontes e os critérios de autenticidade, a diferença entre a Bíblia usada pelos evangélicos e as demais, entre muitas outras informações. Uma obra fundamental e definitiva para estudiosos, teólogos, líderes de igrejas, seminaristas e leigos interessados em entender a trajetória das Sagradas Escrituras.",http://books.google.com/books/content?id=blKGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
185,185,Mastering Arabic 1,"['Jane Wightwick', 'Mahmoud Gaafar']",en,['Foreign Language Study'],3.0,NOT_MATURE,Macmillan International Higher Education,2007-10-19,384.0,1137380446,-1,N/A,"A new colour edition of a hugely popular title. Mastering Arabic 1 is the most accessible, carefully-paced and lively introductory course on the market using an effective tried and tested methodology which works across a wide range of learner backgrounds. Now integrated with online video and an extensive website with updates throughout the text.",http://books.google.com/books/content?id=dHnZoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
186,186,Arabic Musical Scales,['Cameron Powers'],en,['Music'],,NOT_MATURE,cameron powers,2005,56.0,9780974588247,-1,N/A,How to play Arabic music. Maqam structures with traditional quarter-tone intervals presented in easy-to-read formats. This book has become a widely-used standard for instrumentalists and singers who wish to enter the magical world of Arabic music.,http://books.google.com/books/content?id=HbhsTiTToh4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
187,187,Advanced standard Arabic through authentic texts and audiovisual materials: Audiovisual materials,['Raji M. Rammuny'],ar,['Foreign Language Study'],,NOT_MATURE,University of Michigan Press,1994,128.0,0472082620,-1,N/A,A linguistic smorgasbord of real-life Arabic texts,http://books.google.com/books/content?id=4fhkBF9xpCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
188,188,اللغة العربية للمراحل المتقدمة من خلال نصوص ومواد سمعية بصرية أصيلة,['Raji M. Rammuny'],ar,['Foreign Language Study'],,NOT_MATURE,University of Michigan Press,1994,344.0,0472082612,-1,N/A,N/A,http://books.google.com/books/content?id=hiN0aNdLW1AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
189,189,Geoffrey Keyes,['Elizabeth Keyes'],en,['History'],,NOT_MATURE,,1956,278.0,WISC:89096211206,-1,N/A,N/A,http://books.google.com/books/content?id=S14jAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
190,190,صغر عقلك,['معتز مشعل'],ar,"['Body, Mind & Spirit']",,NOT_MATURE,Dar Dawen ,2019-01-01,246.0,9789778061253,-1,N/A,"تعرّف على أصوب الطرق لتحصل على أفضل نسخة من نفسك كم نعقِّد الأمور على أنفسنا مع تقدمنا بالعمر، رغم أن ربنا سبحانه وتعالى بسّط الأمور علينا كثيراً ولكن نحن من نصعبها.. إذ يقول سبحانه وتعالى «فَإنَّ مَعَ العُسْرِ يُسْراً. إنَّ مَعَ العُسْرِ يُسْراً »، هل تساءلت يوما عن الفطرة؟ ماهيتها؟ لماذا فقدناها؟ كيف نعود إليها لتستقيم حياتنا؟ نكون أطفالاً ثم نكبر على هذه الفطرة، فتبدأ حياتنا بالاختلال والتحوّل عن المسار الذي رسمه الرحمن لنا!! في هذا الكتاب الممتع والملهم، نغوص معاً في رحلة مع الفطرة الأولى، كما خُلقنا أول مرة، نعود لإدراكنا الأول الصافي ونستكشف الحياة كما نراها الآن ولكن بفطرتنا الخلّاقة لنعرف كم غيرتنا الحياة ، ونتعلم كيف نعود إلى ما كنا عليه، وكيف نطور من أنفسنا في الاتجاه السليم. في هذا الكتاب نتكلم بصوت مرتفع حول الفطرات التي بداخلنا.. الفطرات التي خلقها الله تعالى بداخلنا.. إنها سبع فطرات .. موجودة داخل هذا الكتاب، مستوحاة من تجارب حياتية حقيقية.. نتحدث عنها سويًا ونتعلم معًا كيف نعود إلى فطراتنا الأولى النقية والسليمة. من وحي تجارب حقيقية خاضها الكاتب والمحاضر ""معتز مشعل"" وبلغة قوية لكنها سهلة للغاية يحدثنا عن الإصرار وعن كيفية شحن الإرادة، عن كيفية التأمل وطرق التفكير والإبداع السليم.. يشرح لنا ببساطة وسلاسة كيف تجلس مع نفسك تفكر وتتأمل وتعيد ترتيب نفسك .. يعلمك كيف تتسامح ثم تبدأ بعملية التطوير بنفسك أولًا ومن ثم يمكنك العطاء لنفسك ولمن حولك أيضًا. -Dawen Publishers",http://books.google.com/books/content?id=mUOhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
